id,text,foot_notes
4066,ߣߌ߫ ߡߊ߲߬ߕߙߐ ߘߏ߫ ߡߊ߰ ߘߊ߫ ߡߐ߱ ߟߊ߫ ߸ ߊ߬ ߘߴߊ߬ ߡߊ߰ߙߌ ߞߟߌ߫ ߖߘߍ߬ߟߊ߬ߛߊߦߌ ߘߌ߫ ߏ ߡߊ߬ ، ߓߊ߬ߙߌ߬ ߣߴߏ߬ ߣߊ߬ ߘߴߊ߬ ߛߐ߫ ߊ߬ ߟߊ߫ ߣߍߡߊ ߘߐ߫ ߟߊ߫ ߏ߬ ߞߐ߫ ߸ ߊ߬ ߢߌ߬ߣߊ߬ߣߍ߲ ߓߍ߯ ߟߋ߬ ߞߏ ߞߐ߫ ߏ߬ ߘߌ߫ ߸ ߊ߬ ߕߘߍ߬ ߞߟߌߟߌ ߞߍ߫ ߟߊ߫ ߡߍ߲ ߡߊ߬ ߞߘߐ߬ߡߊ߲߫ ، ߊ߬ ߣߴߊ߬ ߘߌ߫ ߢߐ߲߰ߘߐ ߟߎ߬ ߞߍ߫ ߊߟߊ߫ ߟߊ߫ ߸ ߛߴߊ߬ ߘߌ߫ ߟߊ߬ߝߟߌ߬ߟߌ ߞߍ߫ ߏ߬ ߟߊ߫ ߛߌߟߊ ߡߊ߬ ، ߊ߬ ߝߐ߫ ( ߏ ߡߊ߬ ) ߸ ߞߏ߫ ߌ ߘߊ߰ߡߎ߲߬ ߌ ߟߊ߫ ߓߊ߲߬ߓߊ߰ߦߊ ߟߊ߫ ߣߍ߲ߞߍ߫ ߖߐ߫ ، ߒ߬ߞߊ߬ ߖߊ߯ߕߋ߬ ߸ ߌ ߦߋ߫ ߕߊ ߘߏ߲߬ߞߏ ߟߎ߬ ߘߏ߫ ߟߋ߬ ߘߌ߫.,
4067,ߐ߲߬ߤߐ߲߫ ߸ ߦߊ߯ߟߊ߫ ߡߍ߲ ߦߴߊ߬ ߖߘߍ߬ߡߊߖߌ߰ ߟߊ߫ ߛߎ ߞߎ߲߬ߕߊ߮ ߟߎ߬ ߘߐ߫ ߸ ߊ߬ ߕߌ߲ ߓߌߘߌ߲ߣߍ߲߫ ߊ߬ ߣߴߊ߬ ߟߐ߬ߣߍ߲߫ ، ߊ߬ ߣߴߊ߬ ߦߋ߫ ߟߊߞߌߙߊ߫ ߡߊߕߊ߲߬ߞߊ߬ ߟߊ߫ ، ߊ߬ ߣߴߊ߬ ߦߟߌ߫ ߦߴߊ߬ ߡߊ߰ߙߌ ߟߊ߫ ߤߌߣߊ ߟߊ߫؟ ߸ ߊ߬ ߟߊߛߋ߫ ߞߏ߫ ߦߊ߯ߟߊ߫ ߟߐ߲ߠߌ߲ߠߊ ߟߎ߬ ߣߌ߫ ߟߐ߲ߠߌ߲ߓߊߟߌ ߟߎ߬ ߘߌ߫ ߞߢߊ߫ ߓߊ߬؟ ߸ ߤߊ߲ߞߟߌ߫ ߞߌߛߍ߫ ߕߌ߮ ߟߎ߫ ߟߋ߬ ߘߏ߲߬ ߦߴߊ߬ߟߎ߫ ߕߊ߰ߛߌ߬ ߟߊ߫.,
4068,ߊ߬ ߝߐ߫ ߒ ߠߊ߫ ߖߐ߲߬ ߘߍ߲߬ߞߣߍ߬ߦߊ߬ߣߍ߲ ߠߎ߬ ߢߍ߫ ߸ ߞߏ߫ ߊߟߎ߫ ߦߴߊߟߎ߫ ߝߊ߲ߕߊ߲߬ߞߵߊߟߎ߫ ߡߊ߰ߙߌ ߡߊ߬ ، ߓߊ ߡߍ߲ ߠߎ߬ ߓߊ߯ ߢߊ߬ ߘߎߢߊ߫ ߘߐ߫ ߸ ߢߌ߬ߡߊ ߟߴߏ߬ ߟߎ߬ ߦߋ߫ ، ߊߟߊ߫ ߟߊ߫ ߘߎ߱ ߦߙߌߥߊߣߍ߲߫ ߠߋ߫ ߘߋ߬ ، ߊ߬ ߘߏ߲߬ ߦߋ߫ ߡߎ߬ߢߎ߲߬ߓߊ߮ ߟߎ߫ ߛߊ߬ߙߊ ߘߝߊ߫ ߟߊ߫ ߟߋ߬ ߖߊ߬ߕߋ߬ߟߌ߬ ߕߍ߫ ߊ߬ ߘߐ߫.,
4069,ߊ߬ ߝߐ߫ ߞߏ߫ ߒߠߋ ߖߡߊ߬ߙߌ߬ߣߍ߲߫ ߞߏ߫ ߒ ߧߋ߫ ߊߟߊ߫ ߟߋ߫ ߓߊ߬ߕߏ߬ ߸ ߞߊ߬ ߘߌ߯ߣߊ ߓߎ߰ߓߎ߯ ߊ߬ ߦߋ߫ ߛߏߘߊ߫.,
4070,ߊ߬ ߣߌ߫ ߒ ߖߡߊ߬ߙߌ߬ߣߍ߲߫ ߝߣߊ߫ ߸ ߞߏ߫ ߒ ߧߋ߫ ߞߍ߫ ( ߛߌ߬ߟߊ߬ߡߊ߫) ߖߘߍ߬ߞߟߏ߬ߟߊ ߟߎ߬ ߝߟߐ ߟߋ߬ ߘߌ߫.,
4071,ߊ߬ ߝߐ߫ ߞߏ߫ ߒߠߋ ߛߌߟߊ߲߫ ߠߊ߫ ߒ ߡߊ߰ߙߌ ߛߐ߬ߛߐ ߘߐ߫ ߸ ߟߏ߲ߓߊ ߖߊ߲߰ߞߕߊ ߟߋ߬ ߟߊ߫.,
4072,ߊ߬ ߝߐ߫ ߞߏ߫ ߒߠߋ ߦߋ߫ ߊߟߊ߫ ߟߋ߫ ߓߊ߬ߕߏ߬ ߟߊ߫ ߸ ߞߊ߬ ߒ ߘߌ߯ߣߊ ߓߎ߰ߓߎ߯ ߊ߬ ߦߋ߫.,
4073,ߊ߬ ߝߐ߫ ߞߏ߫ ߝߋ߲ ߡߍ߲ ߓߊ߯ ߊߟߎ߫ ߘߌߦߊ߫ ߸ ߊߟߎ߯ ߏ ߓߊ߬ߕߏ߬ ߝߛߊߦߌ߫ ߞߵߊ߬ߟߋ ߕߏ߫ ߦߋ߲߬ ، ߊ߬ ߝߐ߫ ߞߏ߫ ߓߣߐ߬ߓߊ߮ ߟߎ߬ ߦߋ߫ ߡߐ߰ ߟߎ߫ ߟߋ߬ ߘߌ߫ ߸ ߡߍ߲ ߠߎ߫ ߓߣߐ߬ߕߐ߫ ߊ߬ߟߎ߫ ߖߘߍ߬ ߣߴߊ߬ߟߎ߬ ߞߐߙߍ ߟߎ߬ ߘߐ߫ ߟߐ߬ߓߊ ߟߏ߲ ، ߊ߬ ߝߐ߫ ߏ߬ ߟߋ ߕߍ߫ ߓߣߐ߬ ߘߐ߬ߜߍ ߘߌ߫ ߘߍ߫؟.,
4074,ߕߊ ߓߘߌߞߊ ߟߎ߫ ߟߋ߬ ߞߍߕߐ߫ ߏ߬ ߟߎ߬ ߦߋ߫ ߊ߬ߟߎ߬ ߛߊ߲ߘߐ߫ ߸ ߞߵߊ߬ ߓߘߌߞߊ߫ ߜߘߍ߫ ߞߍ߫ ߊ߬ߟߎ߫ ߘߎ߰ߟߊ߫ ، ߒ߬ߓߵߊߟߊ߫ ߦߴߊ߬ ߟߊ߫ ߖߐ߲߭ ߠߎ߬ ߘߐߛߌߟߊ߲߫ ߠߴߏ߬ ߟߋ ߟߊ߫ ، ߋ߯ ߒ ߠߊ߫ ߖߐ߲߭ ߠߎ߬ ߸ ߊߟߎ߫ ߦߴߊߟߎ߫ ߝߊ߲ߕߊ߲߬ߞߊ߬ ߒߠߋ ߡߊ߬ ߟߋ߬ ߘߋ߬߹.,
4075,ߡߍ߲ ߠߎ߫ ߞߵߊ߬ߟߎ߬ ߡߊߓߐ߫ ߞߏ߲ߞߏߓߊ ߟߎ߬ ߟߊ߫ ߸ ߞߏ߫ ߊ߬ߟߎ߬ ߕߴߏ߬ ߟߎ߫ ߓߊ߬ߕߏ߬ ߝߋߎ߫ ߸ ߊ߬ ߣߴߊ߬ߟߎ߫ ߞߵߊ߬ߟߎ߫ ߖߘߍ߬ߟߊߛߊ߬ߦߌ߬ ߊߟߊ߫ ߡߊ߬ ߸ ߘߟߊߝߎߟߌ ߦߴߏ߬ ߟߎ߫ ߟߋ߬ ߦߋ߫ ، ߒ߬ߓߊ߬ ߌ ߘߟߊߝߎ߬ ߒ ߠߊ߫ ߖߐ߲߭ ߠߎ߬ ߦߋ߫ ߝߛߊߦߌ߫.,
4076,ߓߊ ߏ߬ ߟߎ߫ ߟߴߊ߬ߟߎ߬ ߕߟߏߡߊߟߐ߬ ߟߊ߫ ߞߎߡߊ ߟߊ߫ ߸ ߞߵߊ߬ ߘߐ߫ ߢߌ߬ߡߊ ߟߊߓߊ߬ߕߏ߬ ، ߒ߬ߓߵߊߟߊ߫ ߣߵߏ߬ ߟߎ ߟߋ߬ ߞߊ߲ߘߊ߫ ߟߊ߫ ، ߏ߬ ߟߎ߫ ߟߋ߬ ߘߏ߲߬ ߦߋ߫ ߤߊ߲ߞߟߌ߫ ߞߌߛߍ߫ ߕߌ߮ ߟߎ߬ ߘߌ߫.,
4077,ߐ߲߬ߤߐ߲߫ ߸ ߦߊ߯ߟߊ߫ ߖߊ߲߰ߞߕߊ ߞߎߡߊ ߓߘߊ߫ ߜߋ߲ߜߋ߲ߧߊ߫ ߡߍ߲ ߡߊ߬ ߸ ߊ߬ ߝߐ߫ ߡߍ߲ ߦߋ߫ ߕߊ ߘߐ߫ ߞߊ߬ ߓߊ߲߫ ߸ ߌߟߋ ߘߴߏ߬ ߟߊߞߛߌ߫؟.,
4078,ߒ߬ߞߊ߬ ߡߍ߲ ߠߎ߫ ߞߵߊ߬ߟߎ߬ ߝߊ߲ߕߊ߲߬ߞߴߊ߬ߟߎ߫ ߡߊ߰ߙߌ ߡߊ߬ ߸ ߛߊ߲ߞߊߛߏ ߟߎ߫ ߟߴߏ߬ ߟߎ߬ ߦߋ߫ ߸ ߛߊ߲ߞߊߛߏ߫ ߜߘߍ߫ ߟߎ߫ ߟߐ߬ߣߴߏ߬ ߟߎ߬ ߛߊ߲ߘߐ߫ ، ߞߐ߬ߢߊ ߟߎ߬ ߦߋ߫ ߥߦߏ߬ ߟߴߏ߬ ߟߎ߬ ߞߘߐߟߊ ߟߎ߬ ߘߐ߫ ، ߊߟߊ߫ ߟߊ߫ ߦߟߌߡߊߘߌߦߊ ߟߴߏ߬ ߘߌ߫ ߸ ߊߟߊ߫ ߘߏ߲߬ ߕߍ߫ ߦߟߌߡߊߘߌߦߊ ߝߘߏ߬ ߟߊ߫.,
4079,ߌ ߡߴߊ߬ ߦߋ߫ ߓߊ߬ ߞߏ߫ ߊߟߊ߫ ߟߋ߬ ߖߌ ߟߊߖߌ߰ ߟߊ߫ ߞߊ߬ ߓߐ߫ ߡߐ߲ߕߐ߲ ߘߐ߫؟ ߊ߬ ߘߴߏ߬ ߟߊߘߏ߲߬ ߓߎ߬ߦߌ ߟߎ߫ ߝߍ߬ ߘߎ߱ ߘߐ߫ ، ߊ߬ ߘߌ߫ ߓߊ߲߫ ߞߊ߬ ߛߣߍ߬ߝߋ߲߫ ߞߟߐ߬ ߓߐߣߍ߲߫ ߢߐ߲߰ߡߊ ߟߎ߬ ߟߊߓߐ߫ ߏ߬ ߘߐ߫ ، ߏ߬ ߘߌ߫ ߓߊ߲߫ ߞߊ߬ ߖߊ߬ ߥߦߊߎ߲߫ ، ߏ߬ ߓߊ߯ ߞߍ߫ ߸ ߌ ߘߴߊ߬ ߟߛߊߥߎߛߊߥߎߦߊߣߍ߲ ߦߋ߫ ، ߊ߬ ߘߌ߫ ߖߊ߬ ߞߵߊ߬ ߞߍ߫ ߞߟߊ߬ ߞߊߘߌߞߊߘߌߕߊ߫ ߜߊ߲߬ߛߊ߲ ߘߌ߫ ، ߖߊ߯ߕߋ߬ ߸ ߛߌߡߊߟߌ߫ ߟߴߏ߬ ߘߐ߫ ߤߊ߲ߞߟߌ߫ ߞߌߛߍ߫ ߕߌ߮ ߟߎ߬ ߦߋ߫ ߘߋ߬.,
4080,ߐ߲߬ߤߐ߲߫ ߸ ߦߊ߯ߟߴߊߟߊ߫ ߣߊ߬ ߡߍ߲ ߛߌߛߌ ߦߙߌߥߊ߫ ߟߊ߫ ߛߌ߬ߟߡߊ߬ߦߊ ߦߋ߫ ߸ ߊ߬ ߘߏ߲߬ ߦߋ߫ ߦߋߟߋ߲ ߘߏ߫ ߞߊ߲߬ ߞߊ߬ ߝߘߴߊ߬ ߡߊ߰ߙߌ ߟߊ߫ ߸ ( ߏ߬ ߣߌ߫ ߡߐ߰ ߘߌ߫ ߞߢߊ߫ ߓߊ߬ ) ߜߊ߬ߟߏ ߦߋ߫ ߡߍ߲ ߠߎ߬ ߢߍ߫ ߊ߬ߟߎ߫ ߖߎ߬ߛߎ ߟߎ߫ ߖߊ߭ ߞߏߛߐ߲߬ ߞߊ߬ ߓߐ߫ ߊߟߊ߫ ߞߏߝߐ ߡߊ߬؟ ߒ߬ߓߊ߬ ߏ߬ ߟߎ߫ ߟߋ߫ ߝߟߌ߬ ߔߘߋߞߟߋ ߘߐ߫.,
4081,ߊߟߊ߫ ߓߘߊ߫ ߛߙߊ߬ߣߎ߲ ߘߐ߫ ߢߌ߬ߡߊ ߟߊߖߌ߰ ߟߍߙߊ߫ ߡߎߣߎ߲ߧߊߣߍ߲߫ ߡߊߛߊ߬ߦߌ߲ߛߊ߬ߦߌ߲߬ߣߍ߲ ߘߌ߫ ، ߡߍ߲ ߠߎ߬ ߦߋ߫ ߛߌߟߊ߲߫ ߠߴߊ߬ߟߎ߫ ߡߊ߰ߙߌ ߢߍ߫ ߸ ߏ߬ ߟߎ߫ ߜߏ߬ߟߏ ߟߎ߬ ߦߋ߫ ߦߙߍߦߙߍ߫ ߟߴߊ߬ ߓߟߏ߫ ߸ ߞߊ߬ ߓߊ߲߫ ߞߵߊ߬ߟߎ߫ ߜߏ߬ߟߏ ߟߎ߫ ߡߊ߰ߦߊ߫ ߸ ߞߵߊ߬ߟߎ߫ ߛߣߐ߬ߡߍ ߟߎ߫ ߟߐ߬ ߊߟߊ߫ ߞߏߝߐ ߟߊ߫ ، ߒ߬ߓߊ߬ ( ߟߍߙߊ ) ߏ߬ ߟߋ ߊߟߊ߫ ߟߊ߫ ߞߊ߲ߘߦߊ ߘߌ߫ ، ߊ߬ ߘߏ߲߬ ߦߋ߫ ( ߡߐ߰ ) ߟߋ߬ ߞߊ߲ߘߊ߫ ߟߴߏ߬ ߟߊ߫ ߸ ߡߍ߲ ߓߊ߯ ߊ߬ ߘߌߦߊ߫ ، ߒ߬ߞߊ߬ ߣߴߊߟߊ߫ ߞߊ߬ ߡߍ߲ ߠߊߝߟߌ߬ ߛߊ߫ ߸ ߞߊ߲ߘߊߓߊ߯ ߛߌ߫ ߕߴߏ߬ ߟߊ߫ ߡߎ߬ߕߎ߲߬.,
4082,ߦߊ߯ߟߊ߫ ߡߍ߲ ߞߍߕߐ߫ ߊ߬ ߢߊߘߐߟߊ ߡߊߕߊ߲߬ߞߊ߬ ߟߊ߫ ߖߊ߲߰ߞߕߊ߬ ߖߎ߮ ߡߊ߬ ߟߐ߬ߓߊ ߟߏ߲ ߸ ( ߏ߬ ߣߌ߫ ߞߛߌߓߊ߮ ߘߌ߫ ߞߢߊ߫ ߓߊ߬؟) ߸ ߊ߬ ߘߌߣߊ߬ ߝߐ߫ ߕߐ߬ߢߍ߰ߒߕߋ ߟߎ߫ ߡߊ߬ ߸ ߞߏ߫ ߊߟߎ߫ ߕߘߍ߬ ߓߊ߯ߙߊ ߡߍ߲ ߞߍ߫ ߟߊ߫ ߸ ߊߟߎ߯ ߏ߬ ( ߓߌ߲߬ߓߊߏ ) ߡߊߜߙߏ߬ ߛߊ߫.,
4083,ߡߍ߲ ߠߎ߫ ߘߏ߲߬ ߞߊ߬ ߡߊ߬ߛߐ߬ߛߐ߬ߟߌ ߞߍ߫ ߢߌ߲߬ ߠߎ߬ ߢߍ߫ ߞߘߐ߬ߡߊ߲߫ ߸ ߖߊ߲߰ߞߕߊ ߣߊ߬ ߘߴߏ߬ ߟߎ߫ ߡߊ߬ ߞߊ߬ ߓߐ߫ ߦߌߟߊ߫ ߘߐ߫ ߊ߬ߟߎ߬ ߦߟߌ߫ ߕߍ߫ ߡߍ߲ ߠߊ߫.,
4084,ߏ߬ ߞߍ ߸ ߊߟߊ߫ ߞߵߏ߬ ߟߎ߬ ߡߊߜߙߏ߬ ߘߐ߯ߦߊߒߡߊ ߟߊ߫ ߘߎߢߊ߫ ߢߣߊߡߦߊ ߘߐ߫ ، ߟߊߞߌߙߊ߫ ߖߊ߲߰ߞߕߊ ߘߏ߲߬ ߓߏ߲߬ߓߊ߬ߓߊ ߟߋ߬ ߣߴߊ߬ߟߎ߬ ߓߍ߫ ߏ߬ ߟߐ߲߫ ߠߊ߫.,
4085,ߖߊ߯ߕߋ߬ ߸ ߊ߲ ߓߘߊ߫ ߛߊ߲߬ߘߊ ߓߍ߯ ߘߏ߫ ߟߊ߫ ߡߐ߱ ߟߎ߬ ߦߋ߫ ߞߎ߬ߙߊ߬ߣߊ ߢߌ߲߬ ߘߐ߫ ߸ ߖߐ߲߰ߛߴߊ߬ߟߎ߬ ߘߴߊ߬ߟߎ߬ ߛߌߡߊ߫.,
4086,ߞߵߏ߬ ߞߍ߫ ߊߙߊߓߎ߫ ߞߊߙߊ߲߫ ߘߌ߫ ߸ ߘߎ߬ ߕߍ߫ ߡߍ߲ ߘߐ߫ ، ߛߴߊ߬ߟߎ߬ ߘߴߊ߬ߟߎ߬ ߝߊ߲ߕߊ߲߬ߞߊ߫.,
4087,ߊߟߊ߫ ߓߘߊ߫ ߛߊ߲߬ߘߊ ߟߊ߫ ߞߊ߬ ߓߍ߲߬ ( ߓߊ߯ߙߊߘߋ߲߫ ) ߗߍ߬ ߞߋߟߋ߲߫ ߠߋ߬ ߡߊ߬ ߸ ߜߙߊ߬ߢߐ߲߰ ߛߘߍߡߊ߲߫ ߘߍ߬ߣߴߏ߬ ߟߊ߫ ߸ ߡߍ߲ ߠߎ߬ ߖߏ߮ ߟߎ߬ ߓߐߣߍ߲߫ ߢߐ߲߮ ߡߊ߬ ، ߊ߬ ߣߌ߫ ( ߓߊ߯ߙߊߘߋ߲߫ ) ߗߍ߬ ߞߋߟߋ߲ ߡߍ߲ ߦߋ߫ ߘߎ߲߬ߘߎ߬ߡߊ ߘߌ߫ ( ߓߊ߯ߙߝߊ߫ ) ߗߍ߬ ߞߋߟߋ߲߫ ߓߟߏ߫ ߸ ߦߊ߯ߟߊ߫ ߏ ߝߌ߬ߟߊ ߘߌ߫ ߞߢߊ߫ ߟߊߢߐ߲߯ߡߊ߫ ߘߐ߫ ߓߊ߬؟ ، ߒ߬ߓߊ߬ ߕߊ߲߬ߘߏ ߊߟߊ߫ ߦߋ߫ ߞߟߋ߫ ، ߞߏ߬ߣߌ߲߬ ߍ߲߬ߍ߲߫ ߸ ߊ߬ߟߎ߫ ߝߊ߲߬ߓߊ ߟߋ߬ ߡߊ߫ ߟߐ߲ߠߌ߲߫ ߞߍ߫.,
4088,ߖߊ߯ߕߋ߬ ߸ ߌߟߋ ߛߊ߬ߕߐ߫ ߟߋ߬ ߸ ߊ߬ߟߎ ߝߣߊ߫ ߛߊ߬ߕߐ߫ ߟߋ߬.,
4089,ߏ߬ ߞߐ߫ ߝߣߊ߫ ߸ ߊߟߎ߫ ߣߊ߬ߕߐ߬ ߢߐ߲߮ ߞߟߍ߬ߢߐ߲߰ߦߊ߬ ߟߊ߫ ߟߋ߬ ߟߐ߬ߓߊ ߟߏ߲ ߊߟߎ߫ ߡߊ߰ߙߌ ߕߍ߰ߟߊ ߘߐ߫.,
4090,ߖߍߣߍ߲ ߠߊ߫ ߕߐ߬ߢߍ߮ ߕߊ߬ߡߌ߲߬ߣߍ߲߫ ߥߎߦߊ ߟߊߓߊ߮ ߞߊ߲߬ ߊߟߊ߫ ߟߊ߫ ߸ ߊ߬ ߣߌ߫ ߕߎ߬ߢߊ ߣߊ߬ߣߴߊ߬ ߡߊ߬ ߊ߬ ߞߵߏ߬ ߡߊߛߐ߬ߛߐ߬ ، ߦߊ߯ߟߊ߫ ߡߊ߬ߞߍ߬ ߦߌߟߊ߫ ߕߍ߫ ߔߊߦߌߔߊߦߌ ߘߐ߫ ߓߊ߲߬ߓߊ߮ ߟߎ߬ ߢߍ߫ ߓߊ߬؟.,
4091,ߡߍ߲ ߘߏ߲߬ ߣߊ߬ߣߍ߲߫ ߕߎ߬ߢߊ ߘߌ߫ ߸ ߊ߬ ߖߍ߬ߘߍ ߘߏ߲߬ ߞߵߊ߬ ߟߊߛߙߋߦߊ߫ ، ߒ߬ߓߊ߬ ߏ߬ ߟߎ߫ ߟߋ߬ ߝߊ߲ߕߊ߲ߞߟߊ ߟߎ߬ ߘߌ߫.,
4092,ߏ߬ ߟߎ߫ ߛߊ߬ߥߏ ߟߴߊ߬ߟߎ߬ ߦߋ߫ ߊ߬ߟߎ߫ ߡߊ߰ߙߌ ߕߍ߰ߟߊ ߘߐ߫ ، ߏ߬ ߟߋ ߘߏ߲߬ ߦߋ߫ ߢߊ߬ߓߊ߮ ߟߎ߫ ߛߊ߬ߙߊ ߘߌ߫.,
4093,( ߏ ߞߎ߲߭ ߠߋ߬ ) ߸ ߛߴߊߟߊ߫ ߘߴߊ߬ߟߎ߬ ߟߊ߫ ߓߊ߯ߙߊ ߘߐ߫ ߖߎ߯ߡߊ߲ ߠߊߓߋ߬ ߊ߬ߟߎ߬ ߦߋ߫ ߸ ߊ߬ ߣߌ߫ ߞߵߊ߬ߟߎ߬ ߞߐ߲ߘߐ߲߫ ߊ߬ߟߎ߫ ߛߊ߬ߙߊ ߟߊ߫ ߸ ߞߵߊ߬ ߓߍ߲߬ ߊ߬ߟߎ߬ ߟߊ߫ ߓߊ߯ߙߊ ߘߐ߫ ߢߌ߬ߡߊ ߡߊ߬.,
4094,ߦߊ߯ߟߴߊߟߊ߫ ߕߍ߫ ߊ߬ ߟߊ߫ ߖߐ߲߭ ߥߛߊ߬ߓߊ߯ ߘߌ߫ ߘߍ߫؟ ߊ߬ߟߎ߬ ߦߴߊ߬ ߞߍ߫ ߟߴߌߟߋ ߘߐߛߌߟߊ߲ ߘߌ߫ ( ߖߏ߭ ߟߎ߬ ߢߍ߫ ) ߡߍ߲ ߠߎ߬ ߕߍ߫ ߊߟߊ߫ ߘߌ߫ ، ߊߟߊ߫ ߞߏ߬ߣߌ߲߬ ߓߊ߯ ߡߍ߲ ߠߊߝߟߌ߬ ߸ ߞߊ߲ߘߊߓߊ߯ ߕߴߏ߬ ߟߊ߫.,
4095,ߣߌ߫ ߊߟߊ߫ ߘߏ߲߬ ߞߊ߬ ߡߍ߲ ߞߊ߲ߘߊ߫ ߸ ߟߊ߬ߝߟߌ߬ߓߊ߯ ߕߴߏ߬ ߟߊ߫ ، ߦߊ߯ߟߴߊߟߊ߫ ߕߍ߫ ߣߌ߬ߣߌ߬ߟߊ߫ ߕߊߢߐ߲߯ߓߐߟߊ߫ ߘߌ߫ ߓߊ߬؟.,
4096,ߣߴߌ ߞߵߊ߬ߟߎ߫ ߢߌ߬ߣߌ߲߬ߞߊ߬ ߸ ߞߏ߫ ߖߍߣߍ߲ ߞߊ߬ ߛߊ߲ ߠߎ߬ ߣߌ߫ ߘߎ߱ ߘߊ߲߫؟ ߛߋߚߋ߫ ߊ߬ߟߎ߬ ߘߴߊ߬ ߝߐ߫ ߞߏ߫ ߊߟߊ߫ ، ߊ߬ ߝߐ߫ ߞߏ߫ ߒ߬ߓߊ߬ ߐ߲߬ߤߐ߲߫ ߸ ߊߟߎ߫ ߦߋ߫ ( ߝߋ߲ ) ߡߍ߲ ߠߎ߬ ߞߟߌ߫ ߟߊ߫ ߞߵߊߟߊ߫ ߕߏ߫ ߸ ߣߌ߫ ߊߟߊ߫ ߞߊ߬ ߡߊ߲߬ߕߙߐ߬ ߟߊߢߌߣߌ߲߫ ߒߠߋ ߦߋ߫ ߸ ߏ߬ ߟߎ߬ ߘߴߊ߬ ߟߊ߫ ߡߊ߲߬ߕߙߐ ߟߊߥߌ߬ߟߌ߫ ߓߊ߬؟ ߥߟߊ߫ ߣߴߊ߬ ߞߊ߬ ߤߌߣߊ߫ ߟߊߢߌߣߌ߲߫ ߒߠߋ ߦߋ߫ ߸ ߊ߬ߟߎ߬ ߘߴߊ߬ ߟߊ߫ ߤߌߣߊ ߘߐߡߌ߬ߣߊ߫ ߓߊ߬؟ ߸ ߊ߬ ߝߐ߫ ߞߏ߫ ߒߠߋ ߥߊ߬ߛߊ ߟߋ߬ ߊߟߊ߫ ߘߌ߫ ، ߛߍ߲߬ߓߍ߬ߟߊ ߟߎ߫ ߘߏ߲߬ ߊ߬ߟߎ߫ ߛߍ߲߬ߓߍ߬ ߟߴߏ߬ ߟߋ ߟߊ߫.,
4097,ߊ߬ ߝߐ߫ ߞߏ߫ ( ߊߟߎ߬ ) ߒ ߡߌ߬ߙߌ߲߬ߘߌ ߟߎ߬ ߸ ߊߟߎ߫ ߦߋ߫ ߓߊ߯ߙߊ ߞߍ߫ ߊߟߎ߫ ߕߊ߫ ߞߍߢߊ ߡߊ߬ ߸ ߒߠߋ ߝߣߊ߫ ߓߊ߯ߙߟߊ ߟߋ߬ ߘߌ߫ ، ߓߊ߬ߙߌ߬ ߛߋߚߋ߫ ߊߟߎ߫ ߘߌߣߵߊ߬ ߟߐ߲߫ ، ..,
4098,.. ߖߊ߲߰ߞߕߊ ߣߊ߬ߕߐ߫ ߡߍ߲ ߡߊ߬ ߞߵߊ߬ ߘߐ߯ߦߊ߫ ، ߊ߬ ߣߌ߫ ߖߊ߲߰ߞߕߊ߬ ߘߎߡߊߣߍ߲ ߖߎߙߊ߲ߕߐ߫ ߡߍ߲ ߞߊ߲߬.,
4099,ߒ߬ߠߎ߫ ߣߊ߬ ߟߍߙߊ ߟߊߖߌ߰ ߟߴߌߟߋ ߡߊ߬ ߡߐ߱ ߟߎ߬ ߦߋ߫ ߕߎ߬ߢߊ ߟߋ߬ ߟߊ߫ ، ߡߍ߲ ߓߊ߯ ߞߊ߲ߘߊ߫ ߏ߬ ߘߐ߫ ߸ ߏ߬ ߦߴߊ߬ ߖߘߍ߬ ߦߋ߫ ، ߣߌ߫ ߡߍ߲ ߘߏ߲߬ ߝߟߌ߬ ߘߊ߫ ߸ ߏ߬ ߦߋ߫ ߝߌ߬ߟߌ ߞߍ߫ ߟߴߊ߬ ߖߍ߬ߘߍ߫ ߟߋ߬ ߟߊ߫ ، ߌߟߋ ߞߏ߬ߣߌ߲߬ ߕߍ߫ ߊ߬ߟߎ߫ ߞߎ߲߬ߠߊ߫ ߜߋ߬ߟߎ߲߬ߠߌ߲߬ߠߊ߫ ߘߌ߫.,
