id,text,foot_notes
5032,Famali-oona minha albutoon,
5033,Fashariboona AAalayhi mina alhameem,
5034,Fashariboona shurba alheem,
5035,Hatha nuzuluhum yawma addeen,
5036,Nahnu khalaqnakum falawlatusaddiqoon,
5037,Afaraaytum ma tumnoon,
5038,Aantum takhluqoonahu am nahnu alkhaliqoon,
5039,Nahnu qaddarna baynakumualmawta wama nahnu bimasbooqeen,
5040,AAala an nubaddila amthalakumwanunshi-akum fee ma la taAAlamoon,
5041,Walaqad AAalimtumu annash-ata al-oolafalawla tathakkaroon,
5042,Afaraaytum ma tahruthoon,
5043,Aantum tazraAAoonahu am nahnu azzariAAoon,
5044,Law nashao lajaAAalnahu hutamanfathaltum tafakkahoon,
5045,Inna lamughramoon,
5046,Bal nahnu mahroomoon,
5047,Afaraaytumu almaa allatheetashraboon,
5048,Aantum anzaltumoohu mina almuzni am nahnualmunziloon,
5049,Law nashao jaAAalnahu ojajanfalawla tashkuroon,
5050,Afaraaytumu annara allateetooroon,
5051,Aantum ansha/tum shajarataha am nahnualmunshi-oon,
5052,Nahnu jaAAalnaha tathkiratanwamataAAan lilmuqween,
5053,Fasabbih bismi rabbika alAAatheem,
5054,Fala oqsimu bimawaqiAAi annujoom,
5055,Wa-innahu laqasamun law taAAlamoona AAatheem,
5056,Innahu laqur-anun kareem,
5057,Fee kitabin maknoon,
5058,La yamassuhu illa almutahharoon,
5059,Tanzeelun min rabbi alAAalameen,
5060,Afabihatha alhadeethi antummudhinoon,
5061,WatajAAaloona rizqakum annakum tukaththiboon,
5062,Falawla itha balaghati alhulqoom,
5063,Waantum heena-ithin tanthuroona,
5064,Wanahnu aqrabu ilayhi minkum walakinla tubsiroon,
5065,Falawla in kuntum ghayra madeeneen,
5066,TarjiAAoonaha in kuntum sadiqeen,
5067,Faamma in kana minaalmuqarrabeen,
5068,Farawhun warayhanun wajannatunaAAeem,
5069,Waamma in kana min as-habialyameen,
5070,Fasalamun laka min as-habialyameen,
5071,Waamma in kana mina almukaththibeenaaddalleen,
5072,Fanuzulun min hameem,
5073,Watasliyatu jaheem,
5074,Inna hatha lahuwa haqqualyaqeen,
5075,Fasabbih bismi rabbika alAAatheem,
5076,Sabbaha lillahi ma fee assamawatiwal-ardi wahuwa alAAazeezu alhakeem,
5077,Lahu mulku assamawatiwal-ardi yuhyee wayumeetu wahuwa AAalakulli shay-in qadeer,
5078,Huwa al-awwalu wal-akhiru waththahiruwalbatinu wahuwa bikulli shay-in AAaleem,
5079,Huwa allathee khalaqa assamawatiwal-arda fee sittati ayyamin thumma istawaAAala alAAarshi yaAAlamu ma yaliju fee al-ardiwama yakhruju minha wama yanzilu mina assama-iwama yaAAruju feeha wahuwa maAAakum ayna makuntum wallahu bima taAAmaloona baseer,
5080,Lahu mulku assamawatiwal-ardi wa-ila Allahi turjaAAual-omoor,
5081,Yooliju allayla fee annahariwayooliju annahara fee allayi wahuwa AAaleemun bithatiassudoor,
5082,Aminoo billahiwarasoolihi waanfiqoo mimma jaAAalakum mustakhlafeenafeehi fallatheena amanoo minkum waanfaqoolahum ajrun kabeer,
5083,Wama lakum la tu/minoona billahiwarrasoolu yadAAookum litu/minoo birabbikum waqad akhathameethaqakum in kuntum mu/mineen,
5084,Huwa allathee yunazzilu AAalaAAabdihi ayatin bayyinatin liyukhrijakummina aththulumati ila annooriwa-inna Allaha bikum laraoofun raheem,
5085,Wama lakum alla tunfiqoo feesabeeli Allahi walillahi meerathu assamawatiwal-ardi la yastawee minkum man anfaqa minqabli alfathi waqatala ola-ika aAAthamudarajatan mina allatheena anfaqoo min baAAdu waqataloowakullan waAAada Allahu alhusna wallahubima taAAmaloona khabeer,
5086,Man tha allathee yuqriduAllaha qardan hasanan fayudaAAifahulahu walahu ajrun kareem,
5087,Yawma tara almu/mineena walmu/minatiyasAAa nooruhum bayna aydeehim wabi-aymanihim bushrakumualyawma jannatun tajree min tahtiha al-anharukhalideena feeha thalika huwa alfawzu alAAatheem,
5088,Yawma yaqoolu almunafiqoona walmunafiqatulillatheena amanoo onthuroonanaqtabis min noorikum qeela irjiAAoo waraakum faltamisoonooran faduriba baynahum bisoorin lahu babun batinuhufeehi arrahmatu wathahiruhumin qibalihi alAAathab,
5089,Yunadoonahum alam nakun maAAakum qaloobala walakinnakum fatantum anfusakum watarabbastumwartabtum wagharratkumu al-amaniyyu hattajaa amru Allahi wagharrakum billahialgharoor,
5090,Falyawma la yu/khathuminkum fidyatun wala mina allatheena kafaroo ma/wakumuannaru hiya mawlakum wabi/sa almaseer,
5091,Alam ya/ni lillatheena amanooan takhshaAAa quloobuhum lithikri Allahi wamanazala mina alhaqqi wala yakoonoo kallatheenaootoo alkitaba min qablu fatala AAalayhimu al-amadufaqasat quloobuhum wakatheerun minhum fasiqoon,
5092,IAAlamoo anna Allaha yuhyeeal-arda baAAda mawtiha qad bayyanna lakumual-ayati laAAallakum taAAqiloon,
5093,Inna almussaddiqeena walmussaddiqatiwaaqradoo Allaha qardan hasanan yudaAAafulahum walahum ajrun kareem,
5094,Wallatheena amanoo billahiwarusulihi ola-ika humu assiddeeqoona washshuhadaoAAinda rabbihim lahum ajruhum wanooruhum wallatheenakafaroo wakaththaboo bi-ayatina ola-ikaas-habu aljaheem,
5095,IAAlamoo annama alhayatuaddunya laAAibun walahwun wazeenatun watafakhurunbaynakum watakathurun fee al-amwali wal-awladikamathali ghaythin aAAjaba alkuffara nabatuhuthumma yaheeju fatarahu musfarran thumma yakoonu hutamanwafee al-akhirati AAathabun shadeedun wamaghfiratunmina Allahi waridwanun wama alhayatuaddunya illa mataAAu alghuroor,
5096,Sabiqoo ila maghfiratin minrabbikum wajannatin AAarduha kaAAardi assama-iwal-ardi oAAiddat lillatheena amanoobillahi warusulihi thalika fadlu Allahiyu/teehi man yashao wallahu thooalfadli alAAatheem,
5097,Ma asaba min museebatinfee al-ardi wala fee anfusikum illa fee kitabinmin qabli an nabraaha inna thalika AAala Allahiyaseer,
5098,Likayla ta/saw AAala mafatakum wala tafrahoo bima atakumwallahu la yuhibbu kulla mukhtalinfakhoor,
5099,Allatheena yabkhaloona waya/muroona annasabilbukhli waman yatawalla fa-inna Allaha huwaalghaniyyu alhameed,
5100,Laqad arsalna rusulana bilbayyinatiwaanzalna maAAahumu alkitaba walmeezanaliyaqooma annasu bilqisti waanzalnaalhadeeda feehi ba/sun shadeedun wamanafiAAu linnasiwaliyaAAlama Allahu man yansuruhu warusulahu bilghaybiinna Allaha qawiyyun AAazeez,
5101,Walaqad arsalna noohan wa-ibraheemawajaAAalna fee thurriyyatihima annubuwwatawalkitaba faminhum muhtadin wakatheerun minhum fasiqoon,
5102,Thumma qaffayna AAala atharihimbirusulina waqaffayna biAAeesa ibni maryamawaataynahu al-injeela wajaAAalna fee quloobiallatheena ittabaAAoohu ra/fatan warahmatan warahbaniyyatanibtadaAAooha ma katabnaha AAalayhimilla ibtighaa ridwani Allahifama raAAawha haqqa riAAayatihafaatayna allatheena amanoo minhumajrahum wakatheerun minhum fasiqoon,
5103,Ya ayyuha allatheena amanooittaqoo Allaha waaminoo birasoolihi yu/tikumkiflayni min rahmatihi wayajAAal lakum nooran tamshoonabihi wayaghfir lakum wallahu ghafoorun raheem,
5104,Li-alla yaAAlama ahlu alkitabialla yaqdiroona AAala shay-in min fadli Allahiwaanna alfadla biyadi Allahi yu/teehi man yashaowallahu thoo alfadli alAAatheem,
5105,Qad samiAAa Allahu qawla allatee tujadilukafee zawjiha watashtakee ila Allahi wallahuyasmaAAu tahawurakuma inna Allaha sameeAAunbaseer,
5106,Allatheena yuthahiroonaminkum min nisa-ihim ma hunna ommahatihim inommahatuhum illa alla-ee waladnahumwa-innahum layaqooloona munkaran mina alqawli wazooran wa-innaAllaha laAAafuwwun ghafoor,
5107,Wallatheena yuthahiroonamin nisa-ihim thumma yaAAoodoona lima qaloofatahreeru raqabatin min qabli an yatamassa thalikumtooAAathoona bihi wallahu bimataAAmaloona khabeer,
5108,Faman lam yajid fasiyamushahrayni mutatabiAAayni min qabli an yatamassafaman lam yastatiAA fa-itAAamu sitteenamiskeenan thalika litu/minoo billahiwarasoolihi watilka hudoodu Allahi walilkafireenaAAathabun aleem,
5109,Inna allatheena yuhaddoona Allahawarasoolahu kubitoo kama kubita allatheena minqablihim waqad anzalna ayatin bayyinatinwalilkafireena AAathabun muheen,
5110,Yawma yabAAathuhumu Allahu jameeAAanfayunabbi-ohum bima AAamiloo ahsahu Allahuwanasoohu wallahu AAala kulli shay-inshaheed,
5111,Alam tara anna Allaha yaAAlamu mafee assamawati wama fee al-ardima yakoonu min najwa thalathatin illahuwa rabiAAuhum wala khamsatin illa huwa sadisuhumwala adna min thalika wala aktharailla huwa maAAahum ayna ma kanoo thummayunabbi-ohum bima AAamiloo yawma alqiyamati innaAllaha bikulli shay-in AAaleem,
5112,Alam tara ila allatheena nuhooAAani annajwa thumma yaAAoodoona lima nuhooAAanhu wayatanajawna bil-ithmi walAAudwaniwamaAAsiyati arrasooli wa-itha jaookahayyawka bima lam yuhayyika bihi Allahuwayaqooloona fee anfusihim lawla yuAAaththibunaAllahu bima naqoolu hasbuhum jahannamu yaslawnahafabi/sa almaseer,
5113,Ya ayyuha allatheena amanooitha tanajaytum fala tatanajaw bil-ithmiwalAAudwani wamaAAsiyati arrasooliwatanajaw bilbirri wattaqwa wattaqooAllaha allathee ilayhi tuhsharoon,
5114,Innama annajwa mina ashshaytaniliyahzuna allatheena amanoo walaysa bidarrihimshay-an illa bi-ithni Allahi waAAalaAllahi falyatawakkali almu/minoon,
5115,Ya ayyuha allatheena amanooitha qeela lakum tafassahoo fee almajalisifafsahoo yafsahi Allahu lakum wa-ithaqeela onshuzoo fanshuzoo yarfaAAi Allahu allatheenaamanoo minkum wallatheena ootoo alAAilmadarajatin wallahu bima taAAmaloonakhabeer,
5116,Ya ayyuha allatheena amanooitha najaytumu arrasoola faqaddimoo baynayaday najwakum sadaqatan thalika khayrunlakum waatharu fa-in lam tajidoo fa-inna Allahaghafoorun raheem,
5117,Aashfaqtum an tuqaddimoo bayna yaday najwakumsadaqatin fa-ith lam tafAAaloo watabaAllahu AAalaykum faaqeemoo assalatawaatoo azzakata waateeAAoo Allahawarasoolahu wallahu khabeerun bimataAAmaloon,
5118,Alam tara ila allatheenatawallaw qawman ghadiba Allahu AAalayhim mahum minkum wala minhum wayahlifoona AAalaalkathibi wahum yaAAlamoon,
5119,aAAadda Allahu lahum AAathabanshadeedan innahum saa ma kanoo yaAAmaloon,
5120,Ittakhathoo aymanahum junnatanfasaddoo AAan sabeeli Allahi falahum AAathabunmuheen,
5121,Lan tughniya AAanhum amwaluhum walaawladuhum mina Allahi shay-an ola-ika as-habuannari hum feeha khalidoon,
5122,Yawma yabAAathuhumu Allahu jameeAAanfayahlifoona lahu kama yahlifoona lakum wayahsaboonaannahum AAala shay-in ala innahum humu alkathiboon,
5123,Istahwatha AAalayhimu ashshaytanufaansahum thikra Allahi ola-ika hizbuashshaytani ala inna hizba ashshaytanihumu alkhasiroon,
5124,Inna allatheena yuhaddoona Allahawarasoolahu ola-ika fee al-athalleen,
5125,Kataba Allahu laaghlibanna anawarusulee inna Allaha qawiyyun AAazeez,
5126,La tajidu qawman yu/minoona billahiwalyawmi al-akhiri yuwaddoona man haddaAllaha warasoolahu walaw kanoo abaahumaw abnaahum aw ikhwanahum aw AAasheeratahum ola-ikakataba fee quloobihimu al-eemana waayyadahum biroohinminhu wayudkhiluhum jannatin tajree min tahtihaal-anharu khalideena feeha radiya AllahuAAanhum waradoo AAanhu ola-ika hizbu Allahiala inna hizba Allahi humu almuflihoon,
5127,Sabbaha lillahi ma fee assamawatiwama fee al-ardi wahuwa alAAazeezu alhakeem,
5128,Huwa allathee akhraja allatheenakafaroo min ahli alkitabi min diyarihim li-awwalialhashri ma thanantum an yakhrujoo wathannooannahum maniAAatuhum husoonuhum mina Allahifaatahumu Allahu min haythu lam yahtasiboowaqathafa fee quloobihimu arruAAba yukhriboonabuyootahum bi-aydeehim waaydee almu/mineena faAAtabiroo yaolee al-absar,
5129,Walawla an kataba AllahuAAalayhimu aljalaa laAAaththabahum fee addunyawalahum fee al-akhirati AAathabu annar,
5130,Thalika bi-annahum shaqqoo Allahawarasoolahu waman yushaqqi Allaha fa-inna Allahashadeedu alAAiqab,
5131,Ma qataAAtum min leenatin awtaraktumooha qa-imatan AAala osoolihafabi-ithni Allahi waliyukhziya alfasiqeen,
5132,Wama afaa Allahu AAalarasoolihi minhum fama awjaftum AAalayhi min khaylin walarikabin walakinna Allaha yusalliturusulahu AAala man yashao wallahuAAala kulli shay-in qadeer,
5133,Ma afaa Allahu AAalarasoolihi min ahli alqura falillahi walirrasooliwalithee alqurba walyatama walmasakeeniwabni assabeeli kay la yakoona doolatanbayna al-aghniya-i minkum wama atakumuarrasoolu fakhuthoohu wama nahakumAAanhu fantahoo wattaqoo Allaha inna Allahashadeedu alAAiqab,
5134,Lilfuqara-i almuhajireena allatheenaokhrijoo min diyarihim waamwalihim yabtaghoona fadlanmina Allahi waridwanan wayansuroonaAllaha warasoolahu ola-ika humu assadiqoon,
5135,Wallatheena tabawwaoo addarawal-eemana min qablihim yuhibboona man hajarailayhim wala yajidoona fee sudoorihim hajatanmimma ootoo wayu/thiroona AAala anfusihim walaw kanabihim khasasatun waman yooqa shuhha nafsihi faola-ikahumu almuflihoon,
5136,Wallatheena jaoo minbaAAdihim yaqooloona rabbana ighfir lana wali-ikhwaninaallatheena sabaqoona bil-eemani walatajAAal fee quloobina ghillan lillatheena amanoorabbana innaka raoofun raheem,
5137,Alam tara ila allatheena nafaqooyaqooloona li-ikhwanihimu allatheena kafaroo minahli alkitabi la-in okhrijtum lanakhrujanna maAAakum walanuteeAAu feekum ahadan abadan wa-in qootiltum lanansurannakumwallahu yashhadu innahum lakathiboon,
5138,La-in okhrijoo la yakhrujoonamaAAahum wala-in qootiloo la yansuroonahum wala-innasaroohum layuwallunna al-adbara thumma layunsaroon,
5139,Laantum ashaddu rahbatan fee sudoorihimmina Allahi thalika bi-annahum qawmun layafqahoon,
5140,La yuqatiloonakum jameeAAanilla fee quran muhassanatin aw min wara-ijudurin ba/suhum baynahum shadeedun tahsabuhum jameeAAanwaquloobuhum shatta thalika bi-annahum qawmun layaAAqiloon,
5141,Kamathali allatheena min qablihimqareeban thaqoo wabala amrihim walahum AAathabunaleem,
5142,Kamathali ashshaytani ithqala lil-insani okfur falamma kafara qalainnee baree-on minka innee akhafu Allaha rabba alAAalameen,
5143,Fakana AAaqibatahumaannahuma fee annari khalidayni feehawathalika jazao aththalimeen,
5144,Ya ayyuha allatheena amanooittaqoo Allaha waltanthur nafsun maqaddamat lighadin wattaqoo Allaha inna Allahakhabeerun bima taAAmaloon,
5145,Wala takoonoo kallatheenanasoo Allaha faansahum anfusahum ola-ikahumu alfasiqoon,
5146,La yastawee as-habu annariwaas-habu aljannati as-habu aljannatihumu alfa-izoon,
5147,Law anzalna hatha alqur-anaAAala jabalin laraaytahu khashiAAan mutasaddiAAanmin khashyati Allahi watilka al-amthalu nadribuhalinnasi laAAallahum yatafakkaroon,
5148,Huwa Allahu allathee lailaha illa huwa AAalimu alghaybi washshahadatihuwa arrahmanu arraheem,
5149,Huwa Allahu allathee lailaha illa huwa almaliku alquddoosu assalamualmu/minu almuhayminu alAAazeezu aljabbaru almutakabbirusubhana Allahi AAamma yushrikoon,
5150,Huwa Allahu alkhaliqu albari-oalmusawwiru lahu al-asmao alhusnayusabbihu lahu ma fee assamawatiwal-ardi wahuwa alAAazeezu alhakeem,
5151,Ya ayyuha allatheena amanoola tattakhithoo AAaduwwee waAAaduwwakum awliyaatulqoona ilayhim bilmawaddati waqad kafaroo bima jaakummina alhaqqi yukhrijoona arrasoola wa-iyyakuman tu/minoo billahi rabbikum in kuntum kharajtumjihadan fee sabeelee wabtighaa mardateetusirroona ilayhim bilmawaddati waana aAAlamu bimaakhfaytum wama aAAlantum waman yafAAalhu minkum faqad dallasawaa assabeel,
5152,In yathqafookum yakoonoo lakam aAAdaanwayabsutoo ilaykum aydiyahum waalsinatahum bissoo-iwawaddoo law takfuroon,
5153,Lan tanfaAAakum arhamukum walaawladukum yawma alqiyamati yafsilu baynakumwallahu bima taAAmaloona baseer,
5154,Qad kanat lakum oswatun hasanatunfee ibraheema wallatheena maAAahu ithqaloo liqawmihim inna buraao minkum wamimmataAAbudoona min dooni Allahi kafarna bikum wabadabaynana wabaynakumu alAAadawatu walbaghdaoabadan hatta tu/minoo billahi wahdahuilla qawla ibraheema li-abeehi laastaghfiranna lakawama amliku laka mina Allahi min shay-in rabbanaAAalayka tawakkalna wa-ilayka anabna wa-ilayka almaseer,
5155,Rabbana la tajAAalnafitnatan lillatheena kafaroo waghfir lanarabbana innaka anta alAAazeezu alhakeem,
5156,Laqad kana lakum feehim oswatun hasanatunliman kana yarjoo Allaha walyawma al-akhirawaman yatawalla fa-inna Allaha huwa alghanniyyu alhameed,
5157,AAasa Allahu an yajAAalabaynakum wabayna allatheena AAadaytum minhummawaddatan wallahu qadeerun wallahughafoorun raheem,
5158,La yanhakumu AllahuAAani allatheena lam yuqatilookum fee addeeniwalam yukhrijookum min diyarikum an tabarroohum watuqsitooilayhim inna Allaha yuhibbu almuqsiteen,
5159,Innama yanhakumu AllahuAAani allatheena qatalookum fee addeeniwaakhrajookum min diyarikum wathaharooAAala ikhrajikum an tawallawhum waman yatawallahumfaola-ika humu aththalimoon,
5160,Ya ayyuha allatheena amanooitha jaakumu almu/minatu muhajiratinfamtahinoohunna Allahu aAAlamu bi-eemanihinnafa-in AAalimtumoohunna mu/minatin falatarjiAAoohunna ila alkuffari la hunna hillunlahum wala hum yahilloona lahunna waatoohumma anfaqoo wala junaha AAalaykum an tankihoohunnaitha ataytumoohunna ojoorahunna walatumsikoo biAAisami alkawafiri was-aloo maanfaqtum walyas-aloo ma anfaqoo thalikum hukmuAllahi yahkumu baynakum wallahuAAaleemun hakeem,
5161,Wa-in fatakum shay-on min azwajikumila alkuffari faAAaqabtum faatoo allatheenathahabat azwajuhum mithla ma anfaqoo wattaqooAllaha allathee antum bihi mu/minoon,
5162,Ya ayyuha annabiyyu ithajaaka almu/minatu yubayiAAnaka AAalaan la yushrikna billahi shay-an walayasriqna wala yazneena wala yaqtulna awladahunnawala ya/teena bibuhtanin yaftareenahu baynaaydeehinna waarjulihinna wala yaAAseenaka feemaAAroofin fabayiAAhunna wastaghfir lahunna Allahainna Allaha ghafoorun raheem,
5163,Ya ayyuha allatheena amanoola tatawallaw qawman ghadiba AllahuAAalayhim qad ya-isoo mina al-akhirati kama ya-isaalkuffaru min as-habi alquboor,
5164,Sabbaha lillahi ma fee assamawatiwama fee al-ardi wahuwa alAAazeezu alhakeem,
5165,Ya ayyuha allatheena amanoolima taqooloona ma la tafAAaloon,
5166,Kabura maqtan AAinda Allahi antaqooloo ma la tafAAaloon,
5167,Inna Allaha yuhibbu allatheenayuqatiloona fee sabeelihi saffan kaannahum bunyanunmarsoos,
5168,Wa-ith qala moosaliqawmihi ya qawmi lima tu/thoonanee waqadtaAAlamoona annee rasoolu Allahi ilaykum falamma zaghooazagha Allahu quloobahum wallahu layahdee alqawma alfasiqeen,
5169,Wa-ith qala AAeesa ibnumaryama ya banee isra-eela innee rasoolu Allahiilaykum musaddiqan lima bayna yadayya mina attawratiwamubashshiran birasoolin ya/tee min baAAdee ismuhu ahmadufalamma jaahum bilbayyinati qaloohatha sihrun mubeen,
5170,Waman athlamu mimmani iftaraAAala Allahi alkathiba wahuwa yudAAaila al-islami wallahu layahdee alqawma aththalimeen,
5171,Yureedoona liyutfi-oo noora Allahibi-afwahihim wallahu mutimmu noorihi walawkariha alkafiroon,
5172,Huwa allathee arsala rasoolahu bilhudawadeeni alhaqqi liyuthhirahu AAala addeenikullihi walaw kariha almushrikoon,
5173,Ya ayyuha allatheena amanoohal adullukum AAala tijaratin tunjeekum min AAathabinaleem,
5174,Tu/minoona billahiwarasoolihi watujahidoona fee sabeeli Allahi bi-amwalikumwaanfusikum thalikum khayrun lakum in kuntum taAAlamoon,
5175,Yaghfir lakum thunoobakumwayudkhilkum jannatin tajree min tahtihaal-anharu wamasakina tayyibatan fee jannatiAAadnin thalika alfawzu alAAatheem,
5176,Waokhra tuhibboonaha nasrunmina Allahi wafathun qarreebun wabashshirialmu/mineen,
5177,Ya ayyuha allatheena amanookoonoo ansara Allahi kama qala AAeesaibnu maryama lilhawariyyeena man ansaree ilaAllahi qala alhawariyyoona nahnuansaru Allahi faamanat ta-ifatun minbanee isra-eela wakafarat ta-ifatun faayyadnaallatheena amanoo AAala AAaduwwihim faasbahoothahireen,
5178,Yusabbihu lillahi ma feeassamawati wama fee al-ardialmaliki alquddoosi alAAazeezi alhakeem,
5179,Huwa allathee baAAatha feeal-ommiyyeena rasoolan minhum yatloo AAalayhim ayatihiwayuzakkeehim wayuAAallimuhumu alkitaba walhikmatawa-in kanoo min qablu lafee dalalin mubeen,
5180,Waakhareena minhum lamma yalhaqoobihim wahuwa alAAazeezu alhakeem,
5181,Thalika fadlu Allahiyu/teehi man yashao wallahu thooalfadli alAAatheem,
5182,Mathalu allatheena hummiloo attawratathumma lam yahmilooha kamathali alhimariyahmilu asfaran bi/sa mathalu alqawmi allatheenakaththaboo bi-ayati Allahi wallahula yahdee alqawma aththalimeen,
5183,Qul ya ayyuha allatheenahadoo in zaAAamtum annakum awliyao lillahimin dooni annasi fatamannawoo almawta in kuntum sadiqeen,
5184,Wala yatamannawnahu abadan bimaqaddamat aydeehim wallahu AAaleemun biththalimeen,
5185,Qul inna almawta allathee tafirroonaminhu fa-innahu mulaqeekum thumma turaddoona ila AAalimialghaybi washshahadati fayunabbi-okum bimakuntum taAAmaloon,
5186,Ya ayyuha allatheena amanooitha noodiya lissalati min yawmialjumuAAati fasAAaw ila thikri Allahiwatharoo albayAAa thalikum khayrun lakum in kuntumtaAAlamoon,
5187,Fa-itha qudiyati assalatufantashiroo fee al-ardi wabtaghoo min fadliAllahi wathkuroo Allaha katheeranlaAAallakum tuflihoon,
5188,Wa-itha raaw tijaratan awlahwan infaddoo ilayha watarakooka qa-imanqul ma AAinda Allahi khayrun mina allahwi wamina attijaratiwallahu khayru arraziqeen,
5189,Itha jaaka almunafiqoonaqaloo nashhadu innaka larasoolu Allahi wallahuyaAAlamu innaka larasooluhu wallahu yashhadu innaalmunafiqeena lakathiboon,
5190,Ittakhathoo aymanahum junnatanfasaddoo AAan sabeeli Allahi innahum saa makanoo yaAAmaloon,
5191,Thalika bi-annahum amanoothumma kafaroo fatubiAAa AAala quloobihim fahum layafqahoon,
5192,Wa-itha raaytahum tuAAjibuka ajsamuhumwa-in yaqooloo tasmaAA liqawlihim kaannahum khushubunmusannadatun yahsaboona kulla sayhatinAAalayhim humu alAAaduwwu fahtharhum qatalahumuAllahu anna yu/fakoon,
5193,Wa-itha qeela lahum taAAalawyastaghfir lakum rasoolu Allahi lawwaw ruoosahumwaraaytahum yasuddoona wahum mustakbiroon,
5194,Sawaon AAalayhim astaghfarta lahum amlam tastaghfir lahum lan yaghfira Allahu lahum inna Allahala yahdee alqawma alfasiqeen,
5195,Humu allatheena yaqooloona latunfiqoo AAala man AAinda rasooli Allahi hattayanfaddoo walillahi khaza-inu assamawatiwal-ardi walakinna almunafiqeena layafqahoon,
5196,Yaqooloona la-in rajaAAna ilaalmadeenati layukhrijanna al-aAAazzu minha al-athallawalillahi alAAizzatu walirasoolihi walilmu/mineena walakinnaalmunafiqeena la yaAAlamoon,
5197,Ya ayyuha allatheena amanoola tulhikum amwalukum wala awladukumAAan thikri Allahi waman yafAAal thalikafaola-ika humu alkhasiroon,
5198,Waanfiqoo min ma razaqnakummin qabli an ya/tiya ahadakumu almawtu fayaqoola rabbilawla akhkhartanee ila ajalin qareebin faassaddaqawaakun mina assaliheen,
5199,Walan yu-akhkhira Allahu nafsan ithajaa ajaluha wallahu khabeerun bimataAAmaloon,
5200,Yusabbihu lillahi ma feeassamawati wama fee al-ardilahu almulku walahu alhamdu wahuwa AAala kullishay-in qadeer,
5201,Huwa allathee khalaqakum faminkum kafirunwaminkum mu/minun wallahu bima taAAmaloonabaseer,
5202,Khalaqa assamawati wal-ardabilhaqqi wasawwarakum faahsana suwarakumwa-ilayhi almaseer,
5203,YaAAlamu ma fee assamawatiwal-ardi wayaAAlamu ma tusirroona wamatuAAlinoona wallahu AAaleemun bithati assudoor,
5204,Alam ya/tikum nabao allatheena kafaroomin qablu fathaqoo wabala amrihim walahum AAathabunaleem,
5205,Thalika bi-annahu kanatta/teehim rusuluhum bilbayyinati faqalooabasharun yahdoonana fakafaroo watawallaw wastaghnaAllahu wallahu ghaniyyun hameed,
5206,ZaAAama allatheena kafaroo an lanyubAAathoo qul bala warabbee latubAAathunna thummalatunabbaonna bima AAamiltum wathalika AAalaAllahi yaseer,
5207,Faaminoo billahiwarasoolihi wannoori allathee anzalna wallahubima taAAmaloona khabeer,
5208,Yawma yajmaAAukum liyawmi aljamAAi thalikayawmu attaghabuni waman yu/min billahiwayaAAmal salihan yukaffir AAanhu sayyi-atihiwayudkhilhu jannatin tajree min tahtihaal-anharu khalideena feeha abadan thalikaalfawzu alAAatheem,
5209,Wallatheena kafaroo wakaththaboobi-ayatina ola-ika as-habuannari khalideena feeha wabi/sa almaseer,
5210,Ma asaba min museebatinilla bi-ithni Allahi waman yu/min billahiyahdi qalbahu wallahu bikulli shay-in AAaleem,
5211,WaateeAAoo Allaha waateeAAooarrasoola fa-in tawallaytum fa-innama AAalarasoolina albalaghu almubeen,
5212,Allahu la ilaha illahuwa waAAala Allahi falyatawakkali almu/minoon,
5213,Ya ayyuha allatheena amanooinna min azwajikum waawladikum AAaduwwan lakum fahtharoohumwa-in taAAfoo watasfahoo wataghfiroo fa-inna Allahaghafoorun raheem,
5214,Innama amwalukum waawladukumfitnatun wallahu AAindahu ajrun AAatheem,
5215,Fattaqoo Allaha maistataAAtum wasmaAAoo waateeAAoo waanfiqookhayran li-anfusikum waman yooqa shuhha nafsihi faola-ikahumu almuflihoon,
5216,In tuqridoo Allaha qardanhasanan yudaAAifhu lakum wayaghfir lakum wallahushakoorun haleem,
5217,AAalimu alghaybi washshahadatialAAazeezu alhakeem,
5218,Ya ayyuha annabiyyu ithatallaqtumu annisaa fatalliqoohunnaliAAiddatihinna waahsoo alAAiddata wattaqoo Allaharabbakum la tukhrijoohunna min buyootihinna walayakhrujna illa an ya/teena bifahishatinmubayyinatin watilka hudoodu Allahi wamanyataAAadda hudooda Allahi faqad thalamanafsahu la tadree laAAalla Allaha yuhdithubaAAda thalika amra,
5219,Fa-itha balaghna ajalahunnafaamsikoohunna bimaAAroofin aw fariqoohunna bimaAAroofinwaashhidoo thaway AAadlin minkum waaqeemoo ashshahadatalillahi thalikum yooAAathu bihi man kanayu/minu billahi walyawmi al-akhiriwaman yattaqi Allaha yajAAal lahu makhraja,
5220,Wayarzuqhu min haythu la yahtasibuwaman yatawakkal AAala Allahi fahuwa hasbuhuinna Allaha balighu amrihi qad jaAAala Allahulikulli shay-in qadra,
5221,Walla-ee ya-isna mina almaheedimin nisa-ikum ini irtabtum faAAiddatuhunna thalathatuashhurin walla-ee lam yahidna waolatual-ahmali ajaluhunna an yadaAAna hamlahunnawaman yattaqi Allaha yajAAal lahu min amrihi yusra,
5222,Thalika amru Allahi anzalahuilaykum waman yattaqi Allaha yukaffir AAanhu sayyi-atihiwayuAAthim lahu ajra,
